time_iso8601,stars_cumulative
2023-01-25 00:00:00+00:00,934
2023-01-27 00:00:00+00:00,935
2023-01-28 00:00:00+00:00,936
2023-01-30 00:00:00+00:00,938
2023-02-04 00:00:00+00:00,939
2023-02-05 00:00:00+00:00,940
2023-02-07 00:00:00+00:00,942
2023-02-08 00:00:00+00:00,944
2023-02-10 00:00:00+00:00,947
2023-02-13 00:00:00+00:00,949
2023-02-21 00:00:00+00:00,952
2023-02-22 00:00:00+00:00,953
2023-02-24 00:00:00+00:00,955
2023-02-25 00:00:00+00:00,956
2023-02-27 00:00:00+00:00,958
2023-03-03 00:00:00+00:00,959
2023-03-05 00:00:00+00:00,960
2023-03-06 00:00:00+00:00,961
2023-03-09 00:00:00+00:00,962
2023-03-12 00:00:00+00:00,964
2023-03-14 00:00:00+00:00,965
2023-03-15 00:00:00+00:00,966
2023-03-16 00:00:00+00:00,967
2023-03-18 00:00:00+00:00,968
2023-03-19 00:00:00+00:00,975
2023-03-22 00:00:00+00:00,978
2023-03-23 00:00:00+00:00,979
2023-03-25 00:00:00+00:00,981
2023-03-27 00:00:00+00:00,983
2023-03-29 00:00:00+00:00,987
2023-03-30 00:00:00+00:00,988
2023-03-31 00:00:00+00:00,989
2023-04-02 00:00:00+00:00,990
2023-04-03 00:00:00+00:00,991
2023-04-04 00:00:00+00:00,993
2023-04-06 00:00:00+00:00,998
2023-04-07 00:00:00+00:00,1000
2023-04-09 00:00:00+00:00,1003
2023-04-10 00:00:00+00:00,1005
2023-04-11 00:00:00+00:00,1008
2023-04-12 00:00:00+00:00,1010
2023-04-13 00:00:00+00:00,1011
2023-04-14 00:00:00+00:00,1013
2023-04-17 00:00:00+00:00,1015
2023-04-19 00:00:00+00:00,1016
2023-04-20 00:00:00+00:00,1019
2023-04-22 00:00:00+00:00,1020
2023-04-25 00:00:00+00:00,1022
2023-04-27 00:00:00+00:00,1023
2023-05-02 00:00:00+00:00,1024
2023-05-03 00:00:00+00:00,1026
2023-05-04 00:00:00+00:00,1031
2023-05-05 00:00:00+00:00,1036
2023-05-07 00:00:00+00:00,1037
2023-05-08 00:00:00+00:00,1041
2023-05-11 00:00:00+00:00,1045
2023-05-12 00:00:00+00:00,1046
2023-05-13 00:00:00+00:00,1047
2023-05-14 00:00:00+00:00,1048
2023-05-15 00:00:00+00:00,1049
2023-05-16 00:00:00+00:00,1051
2023-05-18 00:00:00+00:00,1053
2023-05-19 00:00:00+00:00,1054
2023-05-20 00:00:00+00:00,1055
2023-05-22 00:00:00+00:00,1056
2023-05-24 00:00:00+00:00,1057
2023-05-25 00:00:00+00:00,1060
2023-05-27 00:00:00+00:00,1061
2023-05-30 00:00:00+00:00,1062
2023-05-31 00:00:00+00:00,1063
2023-06-02 00:00:00+00:00,1065
2023-06-06 00:00:00+00:00,1069
2023-06-07 00:00:00+00:00,1070
2023-06-08 00:00:00+00:00,1073
2023-06-09 00:00:00+00:00,1075
2023-06-10 00:00:00+00:00,1076
2023-06-11 00:00:00+00:00,1078
2023-06-12 00:00:00+00:00,1079
2023-06-13 00:00:00+00:00,1081
2023-06-14 00:00:00+00:00,1083
2023-06-15 00:00:00+00:00,1085
2023-06-16 00:00:00+00:00,1089
2023-06-19 00:00:00+00:00,1091
2023-06-20 00:00:00+00:00,1093
2023-06-23 00:00:00+00:00,1094
2023-06-25 00:00:00+00:00,1095
2023-06-28 00:00:00+00:00,1097
2023-07-01 00:00:00+00:00,1098
2023-07-02 00:00:00+00:00,1100
